row_id,dialect,split,task,characters
4fd8c020febf659b268c3704460af54fcdff5d5eaa31522f29e60f1ac60ca1de,BAR,train,normalization,31
6ccf6b97b5ddb5c46524205183d3097d57be7f8e17374432ab4b9d38cfb54258,TAN,train,identification,195
7307478a7768177f5c4ed7095ed4bfa0c9610117139cea486466279d5b5536b9,BAR,train,identification,64
e2a296037111441fa72a3e3b45903905beb7897a6c0dde180d070706920de504,SYL,validation,normalization,28
ac9fd0e2aa440c5c1311df6928daa7458ae438da974b54c5b0326653a00c8ce7,NOA,train,identification,54
5c2fab5021be9f058a7a48d7142e12c68e66a128f51c7ceb649df1c15bea720c,CHI,train,identification,40
c65c16d1f37fb7fcf22a6328d6c20fffaa20caab89f9027fa144a49921ed6c3d,CHI,train,normalization,32
8650c52bd1805b5a1a89051acc24348b0faf764898d75654afe6ca82e705fef9,SYL,train,normalization,27
315e901f1dd7619ae29789405d1236f986dc2da67dde36614340e503a27922b6,STD,train,identification,25
57e066456affdde8e0007eaf255ef08026da904b41bf7bdac0e8454880c74e55,CHI,train,identification,220
93636a02f7a437342cf6b3b6d85a950f798b5c0ad684cef1d16e25316537ca01,SYL,train,normalization,47
ab9133d827ddfb6d42fccbef544cd4db54a5cad830c82e15236a48ab09fafc2e,KIS,train,identification,30
6cb8b87831e0ef2514e1e4fffcc77d166987ec11b5375b8dd7d36d19bc60f3d7,CHI,train,normalization,79
151739e588bc36ae5fa1883dcd47266cc54bd12197e963b7d9be5098b7a1bd0a,CHI,test,normalization,15
bd6ff0462bedbc8e4aa0179561f3eb3bd6180b43dedc2ff23f5f6563c77094a3,CHI,train,normalization,12
a0c256e3f9f997bd36d673cf3207fb88a78be1e830b75c881d38bf22439ce99a,CHI,train,normalization,46
1fc8c74b71444b47b964840c1ba598b45cf4023fad6a3e7f14070cc3da8e482d,SYL,test,identification,19
3bc130470ff97172dec05d97c931f4fbcd2642b8200d5b8b4a7f2e49f082a609,STD,train,identification,28
59d99bdead124a0f7a638ef666ac958ee3b7bbfc77c0003bd1c79e94df735e0d,SYL,train,identification,30
5d1497d3a0ea03bece626e13e3ffc1e35272d42ec83402eeebcbed50cdaa7f2e,CHI,train,identification,45
563dabd4fe9f799d53e048cc12f16a51d50e2be965b36cda05145a1e3327fc2b,STD,train,identification,35
875577055dce5a56db34d59c3d5e08d05b7fcd8d7528a2381120b42e320007aa,CHI,train,normalization,20
21b83a5d236ff71eb9cea2fffc198977cf8745b1e4df5c2c755046046b42b127,STD,test,identification,30
a9f01c4988df4a36aabd00b71381e59ddcabff8bcd4ce2533f684eb2cbc619af,NOA,train,normalization,49
12599ca3d8013ceb1fe4c7f82dda68c1ccd19eb47303e4a2bb5a08e91f76b904,SYL,train,identification,17
8f78fed579abddfd572095a4608a032e74d0efd6feb22e4a5c182a21c123202e,STD,train,identification,31
3758bba9b71f3549bc9cc715df128e7988b4d36a5656f464655ff33d549aaf51,SYL,test,identification,25
0cbebd9e1e31a8c10f88e32ebc4c2d1b55164860e62f8d5fce7d23bec5771076,CHI,train,identification,31
b6fef25ed6b1b7442f7178fdf5c12c85a2fdc42ded41ac9b3e05e2f9e174611b,NAR,test,identification,3
b468abbf726cd89058184176f9815b65bb3999de2fa0c91658470deccad87347,SYL,test_ood,normalization,25
8ed3ae8afb18bc7fc14e667701fd3c348473121fef4ee77af007c0c985a2ff7e,CHI,train,identification,48
8d626e4a652a561fb6f5c668fa2eb9dbbfe493265645c7487d2cda74ebbb711b,CHI,train,identification,14
545bdf3bccb38473b7091b3ad53216c8c3fd0ec9f0e04c2075669d7848a79ed8,SYL,train,normalization,53
14401c7977df7fa5b59c2b31d098b6df3d647d4b30f4f6660fe9f4be610f4df9,CHI,train,identification,14
693910eee9f0befa7bb63059587121948fd9a9acb970c731b50949fdf7af1d3e,MYM,test_ood,identification,13
0ad4c10f756d070229cc7e4e0a5c3f7a0e9a4ff3ba7796f61ab8e9526cd8ff04,STD,train,identification,23
bbea0127c1bf640a35bf526a78818e9d3b1df81c6be9a670ea5c28582ddceffb,KIS,train,identification,20
d4d393ae89c8ba62013e314125f44cfd3359226ed32b131eb270ed8b018e1fec,SYL,train,identification,54
35f6fe97a89ea7f5691178e4faf76db20538f4de6785c693ad0a63fca8320616,NSD,train,identification,55
f60c569f91eee09eab51f9c353db07ab239057c342d25e0ac799ab6802372aa1,CHI,train,identification,57
f1f89315b3f482a2708948704892aab6e276db27391a618521034f9a188bb7ea,CHI,train,identification,64
0a0f1aa99e5d764f434da0651bea2b89d0d50bf8e42b307a204314704a0aa1e4,SYL,train,identification,239
f2df8ad8ccaa76b6ff5ab7ceb784e5b96bad5ecaf1a4743dff34a3ecc7eefead,CHI,train,identification,17
121ff984cd52cb40a6e87f7efb43cf2dd0fb4beb020f67899aa0a5512f891bcc,NAR,train,identification,8
d928cd5678b410ae5e2fc8abba01d24f752b307dd14f0cb4867536159e7e96cf,MYM,train,normalization,22
de41a82d17213cb34b7b4e47d8744ce0e8af366972c9c25d5ae39ec332316f0f,MYM,validation,normalization,25
98bc54ac5698d8daacf72d05dbbbdda382841d06128848254783012db0716b88,RAN,train,identification,12
eaaabe1a7adbe26bf7d92bc92ae47f3132e51af834a839f2f27474ebe73df0e8,MYM,validation,normalization,13
0bdba20cfb56b06cae841c427db7f87f50b001ae3cd60af6a7763579614aab7d,SYL,train,identification,35
7ca5f56cbe3e4d3db1ff152814b3e721f109e39aac754c2fb2b3201deefb7fb1,TAN,train,identification,160
6e13f9a2dbcdbccc6279d01a85c1acac9abbc7222f4ae76606e18503172e7363,STD,test,identification,40
fc52c7a24ded87465dd3ed173fa2b9b058ddfc870f4b4347333d11089f46f7ed,STD,train,identification,26
1ba8e469288b047904494bfbca9da1c212fab38053246b07afa6523da9bc421c,STD,train,identification,130
733db7dcb056d37c6522a23aebf60f892204b30077112cf49fa51411e9301c35,SYL,train,identification,117
48670c04ccd8e20e1892d96bcca8358aa6f0646ac8e024fad4ebe6f87539d85d,STD,validation,identification,21
fbcb94afa23e1d35f99d4663728fd7a7806d7255f49fe54f8f8df68319cbc72c,STD,test,identification,19
e0d45a70f4cd205de42d65a802b6cf48968c2d0fa816acbb4ddab6791ba89f2a,SYL,test_ood,identification,7
1598adb7d9f4589509741b83b289eea2e0ddc5014b2a6a8871dff16c8f8c0699,STD,train,identification,21
3d982409db1827fc04ee00401d5059e3134fadef1b350dac11739f5f793b49ea,NAR,train,identification,14
7eefdd1934019deb766e21c9f87b82a4004d818f918516a2c504adebf22713bb,NAR,train,identification,39
2d1f336a5e79867a37099c2f1c7c794b977505bb10bb1250b9fe8a935834f306,RAN,train,normalization,11
6490be46b874c97d0b44093f45479b80e4ec48d1c0c9931d41caa81b6b460788,KHU,train,normalization,22
dc57106ae8314129aeada5058de115727f7db0430a2ddfed1e03fa2a1b637cd3,NSD,train,identification,143
eda39185cf152fe90f0bedd505e8ef8c5d0f4b449388efbe923df97c0719652b,NAR,train,identification,20
4533c1c73d8cdbfbb800874bd20aa32d3a7fce2b185aa7eb99e5b79ad505e927,STD,train,identification,41
f416085ee6dd35064075753d067f916d0a94c04e4a78414ca8f491142564c40f,NOA,validation,identification,25
eecce9b036fa49ff1122c871f5b085820fc4c61e539dd6ce97b771a558bfc097,SYL,test,identification,6
4017f9ad5a73455a14ba8ecfd3a9c6042a3266408c8a20bb0ede5819ea5990d1,NOA,test_ood,normalization,11
8a718a6aff53be432f7259ed0111e602e35bc664ca06402397137deba15da7b9,CHI,train,normalization,10
3caf4686d72f820c301e04ccdd49d476dc0f1f69d112b611587fc58db892c5ed,CHI,train,identification,60
06e00cf5ff4d48f4cbfe4fc3a21acd884175eb130be7fc00b0464b458a00d50e,STD,test_ood,identification,11
91b7c4630a0df784adbbdd24443483870596d20e44ca5025b67cc392a84714cc,CHI,train,identification,23
9e44362642b0a5a8ca0b6710c3f8053acaec9dde707d7664e10b0bd1191e59b3,SYL,train,normalization,24
8d0bf16551e670225fe47eb8aa495d084bc8ee11ba11448ae61a10e6694799f4,KHU,test,normalization,26
e168340c02bbe72c145288bf4ad560c67a5391d5c32c8991992f343be69cbdf4,NOA,train,identification,41
01e1a004a0c2c6c25b6c93739ba11318196b746c666e7c56bbef4dc43f079d0e,STD,test,identification,26
246fa5ba881b444a765a8c2790ce01121359b807447b0aa3bc9b01e1ded45156,CHI,test_ood,identification,8
2a71d28b0fc77ab98cb2574a198305454b34b425605985ba5b88d519ed7b4c22,CHI,train,normalization,19
333610100d4751aa5dffe51dbfa4ce1061e8d6ae3625afa8d087ee76e53497cc,BAR,test,identification,30
97530f79cfb5fa37c7e0b67869edf42e41d28b00b87a1aade3b24b07473d8897,SYL,train,normalization,44
09d79ea953304a63f80aa56d8a247f72f0de74b3b03e20d9c6e75abb41456109,CHI,test,identification,112
7ebb3f585d15cc56a3d8d46f9ee5e07650f77daa441251d533bd55ea87833134,SYL,train,normalization,48
77af86fb1c9ba071b3544b845862e603fce70a158742ce8673068098caa4cee1,SYL,train,normalization,6
27446986b6156b5f73e4e98cbdf6cb33f5a47121a3269b5044229af2a9e94c64,SYL,train,normalization,44
1f3d90f1fbc31008fe6f917a79e0dfc1570718c8558c69edb9ccb8c6c7ce7d06,STD,train,identification,28
9d89687116b1928744bf2b88b92c77c1b1d6d17e2ba1296a05128aaff7d5b25c,NSD,train,identification,37
c0d58fd26f2c0b15bba74e3860d88321af384215598f9102735b454576750138,NSD,train,identification,162
d683c1b0bb823b032d0d23ae679932354bf4fa301bf5b7effc766c5a4d6c52cb,CHI,train,identification,24
57a5c4f4a9625d273c5f9de64e9db2e74a9f5cc20995a9ad39c1a951f1b36c52,CHI,train,identification,33
74f83c51e8f620ea5d05df3f672deaf9bce5be44888cb7a1e32ef50f44459153,SYL,train,normalization,32
4d61354bcc5d431f23e9b0b52363c4bbe01eedfb3b92fffdbab64a9b69c10880,TAN,train,identification,41
c64b60c8a58e201681cd2bfba5b2bf4240f737d670959e668d51b97be5c3e457,CHI,train,identification,12
624031b3ef6202c5b495532c83db8725fb573db7402d70e12baea23b0056746c,NOA,train,normalization,25
97c1ea20d3f63b4cbbef7927d7256253a50e7760ffa8253938758de7f7611755,CHI,train,normalization,38
90a14c941a09f098abeeb6b0b2dc969324f313d26dace033a4e35a4d2447c99d,SYL,train,identification,8
8b20e216ab55d35bf6a114d945b1219097784f7cf0eb6526fc3b35710cadf347,SYL,train,normalization,43
ea76b2b5571aea4b2a8df3f8134e9f21710bad06dbcd655d95b61ff657f285e7,NOA,test_ood,normalization,13
28e6b45e01ea322a19ee02a9963c259b76ec66f256e95feb622ccb34e476c339,RAN,test,normalization,27
be2c1d961611b11e164a75674698f978aa182b7edb981cf7d3d274c829f55b2c,SYL,test_ood,identification,26
48f2b5d515098683bcfc61a71ff514716c2b8275a1e3ac0f4bf926190dd13241,STD,test_ood,identification,18
f4b127a145000922734d5a36dcaf9c510a356f513517a3324909d60b5ebaac67,CHI,train,identification,24
60f46850d684fbdb9fdf33448d54ad8c4f54f6fd282f8a0caf290a5985e7189a,STD,train,identification,59
065bbdcc77d1b0e38cfb23bdd7522b910f9e7849aedc34b0d97470fa49e472c6,BAR,train,identification,37
c90e1f787052b22673f6af276bdfd2cfcc4d9ef0e85bbfe0b0033f908624d0a6,CHI,train,identification,9
6f57deaa0cc81708667cc7babc68a9cafe42a64d96098c43e1f2b8485a0aafbf,BAR,test,normalization,30
e5224081aeefc8e6642aaa4439e56e2963dc583385b1aa285a3355f9096c083d,BAR,train,normalization,29
eaf917a3f0243f584e88314d06cd5eba5424600396ae894e7f34c54b2ecd6ebb,BAR,train,normalization,43
a537064b1362e742ca35e4b2f9d66a9d4204fb8356209e3712dbe4c7ec7d36c3,MYM,train,normalization,46
4ed4c985392f2f146b977f88e46322ffc95a592d20a93ef0214028d8cdafc7bf,CHI,train,identification,24
5e03de2dda636c27b04ac7b058748553ba9f5f63fcd937b202df1758001e0cbe,SYL,train,identification,20
37464bf652fa5fdc588331831a4332c143a4831f8f3c94ffffe1e2415597c6e2,SYL,train,identification,29
57df82c6ee1ca0bce33f84b9251ea9483ddc3aff5ff952efa74857525bd4ab84,STD,validation,identification,31
3a78d3bd3404c3d6282b44b0379c1f3d78d3a66c4bb69b0d8a99ccbcc1917033,STD,test,identification,80
6c067b71a970ff7188fe64eb39a8e2ee5cf3afae98531dedd0a047c52f8f53dd,BAR,train,identification,31
1781e4f2396b75c0d13dc1b75364066f40d67e1db2ef3279918461d923549fc3,KIS,train,identification,294
01c25fa48cb0f3d96520de4ca44956a667e9fba65f61b4626a790f2acb7683f2,SYL,train,normalization,25
ad6201153cd71139e919586e94be5cb2baab40193476e335eeea91000d84a96f,TAN,validation,identification,53
b4b39d45fdc5d3ea89f83d4f253cf487df31670c2200f7298d0edfbd0b001966,SYL,train,normalization,21
023530f3aaf5fdabce9bddbbe86ffc8ff4fc968e41e39d96f7b9659a7d61a365,STD,train,identification,29
53b4e138d70ed72d13aed7a109a3005102b16306ba002d311f77c6821784f28b,CHI,train,identification,46
9a9f840f66ae76ac40e36e59aa6f4cdbbb61063e673b677f8be4cd2766a18ecc,BAR,test_ood,normalization,18
3667ef04f1d0231835988077e3e431aa7beedf451160f9afc297bd48cdfb0ad2,NOA,train,normalization,16
fe06f6c8d2de8da7f38aa3d31f99b554629f5672022eba36486e50ff9a86e976,SYL,train,identification,5
735339f73b00baf301f5912af8fcefebb270b013758995fb8902610b752457f4,RAN,test,identification,28
2191ef184f210def1d7de4842824cfee870bcea2c19120492d9ff860ae0bce17,SYL,train,normalization,16
44553a0e444dd554c156c2154be6a46298db3710cd576058af2ffe6970e59068,NOA,train,normalization,73
3ee3de0385eb351d06757a5f104a247a8de72497f09716cc1a398de423dbed84,BAR,train,identification,36
bee968b4601a0ee7aa3e2d50964197aeb571b5766348d2c6f406607ba1eb53a9,KIS,train,identification,44
1df65bbeba1c69c5ec82eb0cd93a74ca86d903526b775c81b0d5f23a3421f584,RAJ,test_ood,identification,9
28b1f63ca2426d8efeab06c56d25367655e35a166e287940a01f26a8846f1ce2,CHI,train,identification,42
bff8cd3fd156a5546b0115a3bfc501c1596377d654e58669c97767c703f28126,CHI,validation,normalization,33
eb1fcb92fabd9abfc5b6c8e25eadaa274760898cbf654f3d143997a1004c2492,RAN,validation,identification,18
3e978cf60f445eb29f54e9c99f3a0619d2a78c4f0f3df161e19e5e99ed4dde4b,RAN,train,identification,12
e5554582d280452ab47dd1f2d742b9e4efbd9b3cdb4dd889ae42551b2abd3aa2,STD,train,identification,22
465cceec67852deb4876ca0c513ca586b176e9d65195b1931aa11698577263f3,NSD,train,identification,353
62b2eccd01fe5663d61e2b36689cf318bf3d4020e4c1e0271f7dff27733d8254,CHI,train,identification,94
a734264c2a5fbcb3ce8244e5caab4802de7876e00885b5615c7569e794789b1d,SYL,train,normalization,17
4b152312f34b43f5683daf13ffef381fd3d3646293c169d586feb36763ca6c83,STD,validation,identification,20
022acbc98619c7c518e354219a6a5337005ef1bd7d58b1e5cb95b8ae11844ddb,SYL,train,identification,39
d28e2e31afb6e13a1462629fd850c7d14fe3130a9e921eca54678749d42265a6,NSD,train,identification,211
faf7cecbbade6b4ce644aa1c8e8997a94bfa03ba539f91650ca664eee408a91f,TAN,train,identification,23
4203bd8cec241a59a294e0c8e755ef4d41f320ebe5a81fb3d2704104eea658d6,SYL,validation,identification,43
f19f568f082a091ad9f0b2293b31c4d920b440a64d7dd833e351c6651d3837f4,NSD,train,identification,27
07c71410d5698f160ae9ab2e5e95634e327c4c596fc791ec691130e6a1abcdfc,NSD,test_external,identification,190
3ff06e811e3d2ff54f94f51332fa77d18a384714ed503af130c93d7f5a41b998,BAR,test_ood,normalization,17
2fd2a3efcf44aa885d7ab1e43750fabdcfaff3a76edda7aa22f136ae5c6d3325,STD,train,identification,47
bb27840e6a55519c98b662967ba87cafcb6adf51f538cb0a43d1ee061ceed868,SYL,train,normalization,3
d68ed1cf261992b677ceff0e4e894513bdc0311abf364c379ddcabad2b1d59e3,RAN,train,identification,189
2d2cd114a9d2a66321bbfb2fb09a750dff913219df28bd1b35d2de8bf468dd02,STD,train,identification,19
a211992cce600c1c844a5371335e3c867114d38fac48cdf91cf2d522e6906fc9,STD,train,identification,16
964a08bf859f1650525748a8b2d77f130ee4c6bd34084984360c3f55f253e716,SYL,test_ood,normalization,12
63d247af5a781a2c27cdd358e1cee5c244f5a28f41c0fba4c3b2cd5c791cf30a,SYL,test,identification,25
bc5a8f1bd8feaf88bd47fd71128709e98dd97167afd49492063946565a870e6a,STD,train,identification,9
38c0cffe2be7bf3e6988af6638f561d19c55ee3dcebeca80da33641a66c1bfee,STD,train,identification,26
f8ecea6bd04d740483e2f8f2681a972e3810541ed4fa797c79c0c09d8a1dece1,SYL,train,identification,111
2970459032afc9c9e3d619e45f7fb1af2c8c873e6d33d52abe51b9e9c0abc81e,TAN,validation,identification,51
54138cdb5f81b604adab7af2e810731e1eff977c663d4cf9a94578288918b8e4,TAN,test,identification,16
084880de1737709885c8b574872894f394b4e589770d9c4692dd95174bb2d31f,CHI,train,identification,20
26ff7b4494d80d5c64a784f258a64802aa2f437d1d7ac01d5b55f23b74c56283,TAN,train,identification,30
9af74f9ea3b7cfc3c83d2aedf507d6ca1ae590ce1da3c6014d28a3771e18f3aa,CHI,train,identification,20
3bae591b40c764192e36774b0c89ba04bee14f017455e431ec6b009bbf2aa7c9,STD,train,identification,11
ea934b7bf8e8d40d404961bb7a4a8e7dbc478467c4999e93709bcf3e1f461401,RAJ,test_ood,normalization,18
8d67bb5898c3c8ccd1d284e2855abe4592e5922c82a260dfb9b554cf006d6c24,SYL,train,normalization,34
09af4bf787a106fa8f8dfbb0273ef9b4398072e851c60e4075812c7f4c94e5b4,BAR,train,identification,69
1d205c87fd095b65813cd950e3d764c5eb0493ec79ffa49000dafb91b9b0a033,KIS,train,identification,75
2890ef8156716658318cf5819982bf9f102967462933fea1804090cf1b7bbbe5,STD,test_ood,identification,11
c848f5d6f2027c7e9b605a749ed239664476502734cdc05a7d6af7c46a081e14,TAN,train,identification,53
a6047eefca4b57a2fc310a4fe40f532f3920fef3d8fec6c3ef65d5df78c33ad8,SYL,train,identification,147
b74e36617744e5b8b47a2627b26340f7cb4538f3cadde5e2fab44df39f186b5c,CHI,train,normalization,26
c4c31b088fd7ab1a365a6c31d130f6e2145ae7cc8cd1f4f3f6997727ea8aaf9d,CHI,test,normalization,37
34fe0ee5034589f4ddc87c7257a01ea535898da5832d1496907f9e4d38f7fcbe,CHI,train,normalization,14
0b16cd9024860a96812ae42cd0915a5090de155c8fa3d87068dad00e22ff0723,NOA,test_ood,identification,10
e9fc9188767e9df942d3d5c3299b1bfd132d7a91cb6135470e889c094ca7c742,SYL,validation,normalization,43
aecbab58d53b04f0d82fd84f9544f7cd65cd40d360e9a2d92e2e7f52162ff7b1,NSD,validation,identification,26
98779e23abb5ca01f6061192508104f493a7f4749cf3576cd992f69a89e40b0a,CHI,train,identification,37
7f2f9baa5ddf2be852d0a587b57a53f67fc9c1218ccb1d0ac2b1ce57ad3da380,SYL,train,identification,47
7ad382ef65621f467f0e6afb414a0464c6c99965afa07e4692111b05ccd9bfd8,RAN,train,identification,43
f879b1c202a707f45d7cf8ed01f722cdaa58bcb862387593fcee3bc97c2d671f,CHI,train,identification,41
88c6073f1ec2664ae8cecc73188f8a9035644f3b2538e035cb035ae7b4e4c6fd,CHI,test_ood,identification,7
1f64173089a38e2d6f6d1a0fa1bede2981bbed131d22ec6ea171806456785f6b,CHI,train,identification,21
dbb2167a525e154b6ff7fab6795e4ff3497a3d5d45a6397fec65700bd96d2c2f,BAR,train,identification,29
32ed6cbf31a84407e78cadcfe9cc5ccaf7cc64c0938cee74d45083e0f4b7b3d0,KIS,train,identification,27
27f0b1a08a7cc621d8f8546f25e767f5af52360c65332477ac7c732cbddc0502,SYL,train,normalization,19
c0f07be5b0b57351f33b0ec1522b9c374ae9c4a558255875ee69f954ddd0373f,BAR,train,normalization,30
0cb31d7d08109f4650c8e81314688674bb7881b9ce0841fdfd9657d40999873a,SYL,train,identification,18
3f117f021a8662fa9b11e141eedf178ebc4dabc68f8d53423b8642decf412178,STD,train,identification,35
05f4fe3361be4fa4b2d44ac2daabfc977c43da7ff6da6aaf643f316e83e7e435,STD,train,identification,9
1cb8c205064b8b8eb6e0bb1c41a26cab3c6da997c9ebdc2b4aa501c61f98915f,SYL,train,normalization,13
78b6ed66e7f42996e648b3700dbf593e92474ff9fd903aaffdf217215c2608e8,CHI,train,normalization,13
