candidate_id,seed,dialect,rows,nll,predicted_tokens,characters,nll_per_token,perplexity,bits_per_character
unigram_balanced_32k,1701,SYL,200.0,12128.510303497314,1667.0,5901.0,7.275651051888011,1444.6914551342802,2.9652163477760167
unigram_balanced_32k,1701,TAN,200.0,11311.888818740845,1587.0,6153.0,7.127844246213512,1246.187595515782,2.6523006503956985
unigram_balanced_32k,2903,BAR,200.0,10385.213361740112,1513.0,5873.0,6.863987681255858,957.1763815935441,2.5511145607962304
unigram_balanced_32k,2903,CHI,200.0,14317.16749382019,1973.0,7386.0,7.256547133208409,1417.3541433618439,2.7965484081926695
unigram_balanced_32k,2903,KHU,158.0,7267.248329162598,1118.0,3841.0,6.500222119107869,665.2893901197277,2.729607686902235
unigram_balanced_32k,2903,KIS,200.0,11073.57321548462,1506.0,5435.0,7.3529702626059885,1560.8257117338715,2.9394276288685397
unigram_balanced_32k,2903,MYM,200.0,10231.10527229309,1475.0,5946.0,6.936342557486841,1028.9998164807391,2.4824024283804524
unigram_balanced_32k,2903,NAR,200.0,11114.00039100647,1567.0,5740.0,7.092533753035399,1202.9519255446507,2.793399520652097
unigram_balanced_32k,2903,NOA,200.0,11760.790603637695,1608.0,5952.0,7.313924504749811,1501.0565484128106,2.850677802554036
unigram_balanced_32k,2903,NSD,200.0,12992.984030723572,1784.0,6984.0,7.283062797490792,1455.43892021273,2.6839796144722787
unigram_balanced_32k,2903,RAJ,91.0,5376.286205291748,729.0,2671.0,7.374878196559325,1595.3974937598634,2.9039091901063827
unigram_balanced_32k,2903,RAN,200.0,11000.174433708191,1542.0,5509.0,7.133705858435921,1253.5137144149217,2.8807219285577
unigram_balanced_32k,2903,STD,126.0,6639.894874572754,946.0,3783.0,7.018916357899317,1117.5749101130928,2.5322081436875914
unigram_balanced_32k,2903,SYL,200.0,11973.736801147461,1667.0,5901.0,7.1828055195845595,1316.5968198234018,2.9273768351000036
unigram_balanced_32k,2903,TAN,200.0,11313.750084877014,1587.0,6153.0,7.129017066715194,1247.6500072823658,2.652737061808737
unigram_balanced_32k,4307,BAR,200.0,10321.545528411865,1513.0,5873.0,6.82190715691465,917.7336041184401,2.535474637859604
unigram_balanced_32k,4307,CHI,200.0,14343.860065460205,1973.0,7386.0,7.2700760595338085,1436.6597205497178,2.801762223618289
unigram_balanced_32k,4307,KHU,158.0,7216.71559715271,1118.0,3841.0,6.455022895485429,635.8882850570649,2.7106273896168314
unigram_balanced_32k,4307,KIS,200.0,11066.897095680237,1506.0,5435.0,7.348537248127648,1553.921862493388,2.9376554844464304
unigram_balanced_32k,4307,MYM,200.0,10124.091117858887,1475.0,5946.0,6.863790588378906,956.9877475365709,2.456437277033807
unigram_balanced_32k,4307,NAR,200.0,11077.467629432678,1567.0,5740.0,7.069219929440126,1175.230913549537,2.7842173544582836
unigram_balanced_32k,4307,NOA,200.0,11785.94444656372,1608.0,5952.0,7.329567441892861,1524.7220984224614,2.8567747992692034
unigram_balanced_32k,4307,NSD,200.0,12960.51060962677,1784.0,6984.0,7.264860207189893,1429.185823893587,2.6772715326313485
unigram_balanced_32k,4307,RAJ,91.0,5316.1600341796875,729.0,2671.0,7.292400595582562,1469.0931660655945,2.87143306547478
unigram_balanced_32k,4307,RAN,200.0,10934.331084251404,1542.0,5509.0,7.091005891213621,1201.115384571858,2.863478894661017
unigram_balanced_32k,4307,STD,126.0,6634.189064025879,946.0,3783.0,7.012884845693318,1110.8545308000105,2.5300321604520035
unigram_balanced_32k,4307,SYL,200.0,12068.753992080688,1667.0,5901.0,7.239804434361541,1393.8213606464365,2.9506069368045567
unigram_balanced_32k,4307,TAN,200.0,11247.33959197998,1587.0,6153.0,7.087170505343403,1196.5174666284763,2.637165781333271
byte_bpe_balanced_16k,1701,BAR,200.0,13232.151126861572,4288.0,5873.0,3.0858561396598816,21.886196464142007,3.250461231230461
byte_bpe_balanced_16k,1701,CHI,200.0,18038.208948135376,5257.0,7386.0,3.431274291066269,30.916013659360978,3.5233732190622575
byte_bpe_balanced_16k,1701,KHU,158.0,9052.6727809906,2802.0,3841.0,3.2307897148431834,25.299628576202057,3.4002202884471857
byte_bpe_balanced_16k,1701,KIS,200.0,13299.230041503906,3878.0,5435.0,3.4294043428323637,30.858256332654832,3.530217705339321
byte_bpe_balanced_16k,1701,MYM,200.0,13046.74154472351,4286.0,5946.0,3.0440367579849537,20.989803201881706,3.1655683360801583
byte_bpe_balanced_16k,1701,NAR,200.0,13453.156858444214,4220.0,5740.0,3.187951862190572,24.23873230513435,3.3813245094039748
byte_bpe_balanced_16k,1701,NOA,200.0,14008.211284637451,4309.0,5952.0,3.250919304859005,25.81406000331901,3.3954262352270272
byte_bpe_balanced_16k,1701,NSD,200.0,16124.663440704346,4863.0,6984.0,3.315785202694704,27.544013129084345,3.330895186412905
byte_bpe_balanced_16k,1701,RAJ,91.0,6320.491334915161,2001.0,2671.0,3.1586663342904355,23.539181586295694,3.413905467938513
byte_bpe_balanced_16k,1701,RAN,200.0,13215.06976890564,3969.0,5509.0,3.329571622299229,27.926376103735304,3.460757963441973
byte_bpe_balanced_16k,1701,STD,126.0,8787.876649856567,2772.0,3783.0,3.170229671665428,23.812952888969914,3.3513682428474723
byte_bpe_balanced_16k,1701,SYL,200.0,14788.466053009033,4288.0,5901.0,3.448802717586062,31.462700011669344,3.6155306959889706
byte_bpe_balanced_16k,1701,TAN,200.0,13919.900497436523,4359.0,6153.0,3.19337015311689,24.370421250782872,3.263801628038272
byte_bpe_balanced_16k,2903,BAR,200.0,13205.547172546387,4288.0,5873.0,3.0796518592692133,21.75082872851371,3.243926003415281
byte_bpe_balanced_16k,2903,CHI,200.0,17920.471353530884,5257.0,7386.0,3.4088779443657757,30.231304016538935,3.500375731401535
byte_bpe_balanced_16k,2903,KHU,158.0,9033.870262145996,2802.0,3841.0,3.2240793226787994,25.13042648794747,3.3931579867826893
byte_bpe_balanced_16k,2903,KIS,200.0,13290.090666770935,3878.0,5435.0,3.4270476190745063,30.78561757519286,3.5277917015483213
byte_bpe_balanced_16k,2903,MYM,200.0,13041.87819480896,4286.0,5946.0,3.042902051985292,20.965999453938668,3.164388327535956
byte_bpe_balanced_16k,2903,NAR,200.0,13412.892747879028,4220.0,5740.0,3.178410603762803,24.008564089585473,3.3712045037178777
byte_bpe_balanced_16k,2903,NOA,200.0,14014.586297988892,4309.0,5952.0,3.2523987695495222,25.852279258660964,3.3969714637464703
byte_bpe_balanced_16k,2903,NSD,200.0,16123.559185028076,4863.0,6984.0,3.3155581297610683,27.53775933927909,3.330667078711298
byte_bpe_balanced_16k,2903,RAJ,91.0,6348.883758544922,2001.0,2671.0,3.172855451546688,23.87556262529912,3.429241150742509
byte_bpe_balanced_16k,2903,RAN,200.0,13123.494703292847,3969.0,5509.0,3.3064990434096364,27.28941896631894,3.436776316495402
byte_bpe_balanced_16k,2903,STD,126.0,8768.587982177734,2772.0,3783.0,3.1632712778418957,23.64782815240812,3.344012264733381
byte_bpe_balanced_16k,2903,SYL,200.0,14705.23434829712,4288.0,5901.0,3.429392338688694,30.857885907935735,3.5951819470256403
byte_bpe_balanced_16k,2903,TAN,200.0,13893.357063293457,4359.0,6153.0,3.187280812868423,24.222472376468463,3.257577984156204
byte_bpe_balanced_16k,4307,BAR,200.0,13088.018243789673,4288.0,5873.0,3.0522430605852784,21.16276057813376,3.2150551703353725
byte_bpe_balanced_16k,4307,CHI,200.0,17851.658754348755,5257.0,7386.0,3.395788235561871,29.83816370965614,3.4869346813621713
byte_bpe_balanced_16k,4307,KHU,158.0,9053.745132446289,2802.0,3841.0,3.2311724241421445,25.309312832327663,3.4006230679648146
byte_bpe_balanced_16k,4307,KIS,200.0,13235.17216682434,3878.0,5435.0,3.412886066741707,30.35271794101162,3.5132138455177766
byte_bpe_balanced_16k,4307,MYM,200.0,13023.675579071045,4286.0,5946.0,3.038655058112703,20.877145796748007,3.159971774650605
byte_bpe_balanced_16k,4307,NAR,200.0,13356.774768829346,4220.0,5740.0,3.16511250446193,23.691409272155152,3.357099777223158
byte_bpe_balanced_16k,4307,NOA,200.0,13907.691204071045,4309.0,5952.0,3.227591367851252,25.21884084771023,3.371061345821296
byte_bpe_balanced_16k,4307,NSD,200.0,16085.70293045044,4863.0,6984.0,3.3077735822435614,27.32422256510448,3.32284705712685
byte_bpe_balanced_16k,4307,RAJ,91.0,6366.227174758911,2001.0,2671.0,3.1815228259664723,24.08340046913938,3.4386089008600664
byte_bpe_balanced_16k,4307,RAN,200.0,13085.554414749146,3969.0,5509.0,3.296939887817875,27.029798019877536,3.4268405266729487
byte_bpe_balanced_16k,4307,STD,126.0,8685.828693389893,2772.0,3783.0,3.133415834556238,22.95224687022056,3.312450960075248
byte_bpe_balanced_16k,4307,SYL,200.0,14599.645999908447,4288.0,5901.0,3.4047681902771565,30.107315746416962,3.56936737549607
byte_bpe_balanced_16k,4307,TAN,200.0,13845.846660614014,4359.0,6153.0,3.176381431661852,23.959895975839718,3.2464382113077934
